date,time_minus_12hours,currency,event,impact,datetime,all_day,actual,forecast,currency_strength
 Jul 18,3:30pm,EUR,German Buba Monthly Report,Low,2024-07-18 15:30:00,False,,,
 Jul 18,5:45pm,EUR,Main Refinancing Rate,High,2024-07-18 17:45:00,False,4.25%,4.25%,
 Jul 18,5:45pm,EUR,Monetary Policy Statement,High,2024-07-18 17:45:00,False,,,
 Jul 18,6:00pm,USD,Unemployment Claims,High,2024-07-18 18:00:00,False,243K,229K,worse
 Jul 18,6:00pm,USD,Philly Fed Manufacturing Index,Medium,2024-07-18 18:00:00,False,13.9,2.7,better
 Jul 18,6:15pm,EUR,ECB Press Conference,High,2024-07-18 18:15:00,False,,,
 Jul 18,7:30pm,USD,CB Leading Index m/m,Low,2024-07-18 19:30:00,False,-0.2%,-0.3%,better
 Jul 18,8:00pm,USD,Natural Gas Storage,Low,2024-07-18 20:00:00,False,10B,27B,better
 Jul 18,11:15pm,USD,FOMC Member Logan Speaks,Low,2024-07-18 23:15:00,False,,,
 Jul 19,1:30am,USD,TIC Long-Term Purchases,Low,2024-07-19 01:30:00,False,-54.6B,98.4B,worse
 Jul 19,3:35am,USD,FOMC Member Daly Speaks,Medium,2024-07-19 03:35:00,False,,,
 Jul 19,4:31am,GBP,GfK Consumer Confidence,Low,2024-07-19 04:31:00,False,-13,-12,worse
 Jul 19,5:00am,JPY,National Core CPI y/y,Low,2024-07-19 05:00:00,False,2.6%,2.7%,worse
 Jul 19,5:15am,USD,FOMC Member Bowman Speaks,Low,2024-07-19 05:15:00,False,,,
 Jul 19,8:30am,NZD,Credit Card Spending y/y,Low,2024-07-19 08:30:00,False,-3.1%,,
 Jul 19,11:30am,EUR,German PPI m/m,Low,2024-07-19 11:30:00,False,0.2%,0.1%,better
 Jul 19,11:30am,GBP,Retail Sales m/m,High,2024-07-19 11:30:00,False,-1.2%,-0.6%,worse
 Jul 19,11:30am,GBP,Public Sector Net Borrowing,Low,2024-07-19 11:30:00,False,13.6B,10.8B,worse
 Jul 19,1:35pm,EUR,Current Account,Low,2024-07-19 13:35:00,False,36.7B,34.6B,better
 Jul 19,6:00pm,CAD,Core Retail Sales m/m,High,2024-07-19 18:00:00,False,-1.3%,-0.5%,worse
 Jul 19,6:00pm,CAD,Retail Sales m/m,High,2024-07-19 18:00:00,False,-0.8%,-0.5%,worse
 Jul 19,6:00pm,CAD,IPPI m/m,Low,2024-07-19 18:00:00,False,0.0%,0.2%,worse
 Jul 19,6:00pm,CAD,RMPI m/m,Low,2024-07-19 18:00:00,False,-1.4%,-0.7%,worse
 Jul 19,8:00pm,AUD,CB Leading Index m/m,Low,2024-07-19 20:00:00,False,0.2%,,
 Jul 19,8:10pm,USD,FOMC Member Williams Speaks,Medium,2024-07-19 20:10:00,False,,,
 Jul 19,10:30pm,USD,FOMC Member Bostic Speaks,Low,2024-07-19 22:30:00,False,,,
 Jul 22,4:15am,NZD,Trade Balance,Low,2024-07-22 04:15:00,False,699M,294M,better
 Jul 22,6:33am,CNY,1-y Loan Prime Rate,Medium,2024-07-22 06:33:00,False,3.35%,3.45%,worse
 Jul 22,6:33am,CNY,5-y Loan Prime Rate,Medium,2024-07-22 06:33:00,False,3.85%,3.95%,worse
 Jul 23,10:30am,JPY,BOJ Core CPI y/y,Low,2024-07-23 10:30:00,False,2.1%,2.1%,
 Jul 23,7:29pm,USD,Richmond Manufacturing Index,Medium,2024-07-23 19:29:00,False,-17,-7,worse
 Jul 23,7:30pm,EUR,Consumer Confidence,Low,2024-07-23 19:30:00,False,-13,-13,
 Jul 23,7:30pm,USD,Existing Home Sales,Medium,2024-07-23 19:30:00,False,3.89M,3.99M,worse
 Jul 24,4:30am,AUD,Flash Manufacturing PMI,Low,2024-07-24 04:30:00,False,47.4,,
 Jul 24,4:30am,AUD,Flash Services PMI,Low,2024-07-24 04:30:00,False,50.8,,
 Jul 24,6:00am,JPY,Flash Manufacturing PMI,Low,2024-07-24 06:00:00,False,49.2,50.5,worse
 Jul 24,11:30am,EUR,German GfK Consumer Climate,Low,2024-07-24 11:30:00,False,-18.4,-21.1,better
 Jul 24,12:45pm,EUR,French Flash Manufacturing PMI,High,2024-07-24 12:45:00,False,44.1,45.8,worse
 Jul 24,12:45pm,EUR,French Flash Services PMI,High,2024-07-24 12:45:00,False,50.7,49.7,better
 Jul 24,1:00pm,EUR,German Flash Manufacturing PMI,High,2024-07-24 13:00:00,False,42.6,44.1,worse
 Jul 24,1:00pm,EUR,German Flash Services PMI,High,2024-07-24 13:00:00,False,52.0,53.2,worse
 Jul 24,1:30pm,EUR,Flash Manufacturing PMI,Medium,2024-07-24 13:30:00,False,45.6,46.0,worse
 Jul 24,1:30pm,EUR,Flash Services PMI,Medium,2024-07-24 13:30:00,False,51.9,52.9,worse
 Jul 24,2:00pm,GBP,Flash Manufacturing PMI,High,2024-07-24 14:00:00,False,51.8,51.1,better
 Jul 24,2:00pm,GBP,Flash Services PMI,High,2024-07-24 14:00:00,False,52.4,52.5,
 Jul 24,2:32pm,GBP,30-y Bond Auction,Low,2024-07-24 14:32:00,False,4.64|3.3,,
 Jul 24,3:02pm,EUR,German 10-y Bond Auction,Low,2024-07-24 15:02:00,False,2.43|1.8,,
 Jul 24,6:00pm,CAD,NHPI m/m,Low,2024-07-24 18:00:00,False,-0.2%,0.1%,worse
 Jul 24,6:00pm,USD,Goods Trade Balance,Low,2024-07-24 18:00:00,False,-96.8B,-98.8B,better
 Jul 24,6:00pm,USD,Prelim Wholesale Inventories m/m,Low,2024-07-24 18:00:00,False,0.2%,0.5%,better
 Jul 24,7:15pm,CAD,BOC Monetary Policy Report,High,2024-07-24 19:15:00,False,,,
 Jul 24,7:15pm,CAD,BOC Rate Statement,High,2024-07-24 19:15:00,False,,,
 Jul 24,7:15pm,CAD,Overnight Rate,High,2024-07-24 19:15:00,False,4.50%,4.50%,
 Jul 24,7:15pm,USD,Flash Manufacturing PMI,High,2024-07-24 19:15:00,False,49.5,51.7,worse
 Jul 24,7:15pm,USD,Flash Services PMI,High,2024-07-24 19:15:00,False,56.0,54.7,better
 Jul 24,7:30pm,USD,New Home Sales,Medium,2024-07-24 19:30:00,False,617K,639K,worse
 Jul 24,8:00pm,CAD,BOC Press Conference,High,2024-07-24 20:00:00,False,,,
 Jul 24,8:00pm,USD,Crude Oil Inventories,Low,2024-07-24 20:00:00,False,-3.7M,-2.6M,better
 Jul 25,1:35am,USD,FOMC Member Bowman Speaks,Low,2024-07-25 01:35:00,False,,,
 Jul 25,1:35am,USD,FOMC Member Logan Speaks,Low,2024-07-25 01:35:00,False,,,
 Jul 25,5:20am,JPY,SPPI y/y,Low,2024-07-25 05:20:00,False,3.0%,2.6%,better
 Jul 25,5:30am,USD,President Biden Speaks,Low,2024-07-25 05:30:00,False,,,
 Jul 25,1:30pm,EUR,German ifo Business Climate,Medium,2024-07-25 13:30:00,False,87.0,88.9,worse
 Jul 25,1:30pm,EUR,M3 Money Supply y/y,Low,2024-07-25 13:30:00,False,2.2%,1.9%,better
 Jul 25,1:30pm,EUR,Private Loans y/y,Low,2024-07-25 13:30:00,False,0.3%,0.5%,worse
 Jul 25,3:30pm,GBP,CBI Industrial Order Expectations,Low,2024-07-25 15:30:00,False,-32,-19,worse
 Jul 25,6:00pm,USD,Advance GDP q/q,High,2024-07-25 18:00:00,False,2.8%,2.0%,better
 Jul 25,6:00pm,USD,Unemployment Claims,High,2024-07-25 18:00:00,False,235K,237K,
 Jul 25,6:00pm,USD,Advance GDP Price Index q/q,Medium,2024-07-25 18:00:00,False,2.3%,2.6%,worse
 Jul 25,6:00pm,USD,Core Durable Goods Orders m/m,Medium,2024-07-25 18:00:00,False,0.5%,0.2%,better
 Jul 25,6:00pm,USD,Durable Goods Orders m/m,Medium,2024-07-25 18:00:00,False,-6.6%,0.3%,worse
 Jul 25,6:30pm,CNY,CB Leading Index m/m,Low,2024-07-25 18:30:00,False,-0.7%,,
 Jul 25,6:30pm,EUR,Belgian NBB Business Climate,Low,2024-07-25 18:30:00,False,-12.3,-11.0,worse
 Jul 25,8:00pm,USD,Natural Gas Storage,Low,2024-07-25 20:00:00,False,22B,13B,worse
 Jul 25,8:30pm,EUR,ECB President Lagarde Speaks,Medium,2024-07-25 20:30:00,False,,,
 Jul 25,Day 1,All,G20 Meetings,Medium,2024-07-25 00:00:00,False,,,
 Jul 26,5:00am,JPY,Tokyo Core CPI y/y,Medium,2024-07-26 05:00:00,False,2.2%,2.2%,
 Jul 26,12:30pm,EUR,Spanish Unemployment Rate,Low,2024-07-26 12:30:00,False,11.3%,11.4%,
 Jul 26,6:00pm,USD,Core PCE Price Index m/m,High,2024-07-26 18:00:00,False,0.2%,0.2%,
 Jul 26,6:00pm,USD,Personal Income m/m,Low,2024-07-26 18:00:00,False,0.2%,0.4%,worse
 Jul 26,6:00pm,USD,Personal Spending m/m,Low,2024-07-26 18:00:00,False,0.3%,0.3%,
 Jul 26,7:30pm,USD,Revised UoM Consumer Sentiment,Medium,2024-07-26 19:30:00,False,66.4,66.3,
 Jul 26,7:30pm,USD,Revised UoM Inflation Expectations,Low,2024-07-26 19:30:00,False,2.9%,,
 Jul 26,Day 2,All,G20 Meetings,Medium,2024-07-26 00:00:00,False,,,
 Jul 29,2:00pm,GBP,M4 Money Supply m/m,Low,2024-07-29 14:00:00,False,0.5%,0.2%,better
 Jul 29,2:00pm,GBP,Mortgage Approvals,Low,2024-07-29 14:00:00,False,60K,60K,
 Jul 29,2:00pm,GBP,Net Lending to Individuals m/m,Low,2024-07-29 14:00:00,False,3.8B,2.2B,better
 Jul 29,3:30pm,GBP,CBI Realized Sales,Low,2024-07-29 15:30:00,False,-43,-20,worse
 Jul 30,4:31am,GBP,BRC Shop Price Index y/y,Low,2024-07-30 04:31:00,False,0.2%,,
 Jul 30,5:00am,JPY,Unemployment Rate,Low,2024-07-30 05:00:00,False,2.5%,2.6%,better
 Jul 30,7:00am,AUD,Building Approvals m/m,Low,2024-07-30 07:00:00,False,-6.5%,-2.1%,worse
 Jul 30,11:00am,EUR,French Consumer Spending m/m,Low,2024-07-30 11:00:00,False,-0.5%,-0.2%,worse
 Jul 30,11:00am,EUR,French Flash GDP q/q,Low,2024-07-30 11:00:00,False,0.3%,0.2%,better
 Jul 30,All Day,EUR,German Prelim CPI m/m,High,2024-07-30 00:00:00,True,0.3%,0.3%,
 Jul 30,12:30pm,CHF,KOF Economic Barometer,Low,2024-07-30 12:30:00,False,101.0,102.6,worse
 Jul 30,12:30pm,EUR,Spanish Flash CPI y/y,Medium,2024-07-30 12:30:00,False,2.8%,3.0%,worse
 Jul 30,12:30pm,EUR,Spanish Flash GDP q/q,Low,2024-07-30 12:30:00,False,0.8%,0.5%,better
 Jul 30,1:30pm,EUR,Italian Prelim GDP q/q,Low,2024-07-30 13:30:00,False,0.2%,0.2%,
 Jul 30,1:30pm,EUR,German Prelim GDP q/q,Low,2024-07-30 13:30:00,False,-0.1%,0.1%,worse
 Jul 30,2:30pm,EUR,Prelim Flash GDP q/q,Low,2024-07-30 14:30:00,False,0.3%,0.2%,better
 Jul 30,2:33pm,GBP,10-y Bond Auction,Low,2024-07-30 14:33:00,False,4.08|2.9,,
 Jul 30,2:48pm,EUR,Italian 10-y Bond Auction,Low,2024-07-30 14:48:00,False,3.76|1.4,,
 Jul 30,6:30pm,USD,S&P/CS Composite-20 HPI y/y,Medium,2024-07-30 18:30:00,False,6.8%,6.5%,better
 Jul 30,6:30pm,USD,HPI m/m,Low,2024-07-30 18:30:00,False,0.0%,0.2%,worse
 Jul 30,7:30pm,USD,CB Consumer Confidence,High,2024-07-30 19:30:00,False,100.3,99.7,better
 Jul 30,7:30pm,USD,JOLTS Job Openings,High,2024-07-30 19:30:00,False,8.18M,8.02M,better
 Jul 31,4:15am,NZD,Building Consents m/m,Low,2024-07-31 04:15:00,False,-13.8%,,
 Jul 31,5:20am,JPY,Prelim Industrial Production m/m,Low,2024-07-31 05:20:00,False,-3.6%,-4.2%,better
 Jul 31,5:20am,JPY,Retail Sales y/y,Low,2024-07-31 05:20:00,False,3.7%,3.3%,better
 Jul 31,6:30am,NZD,ANZ Business Confidence,Low,2024-07-31 06:30:00,False,27.1,,
 Jul 31,7:00am,AUD,CPI q/q,High,2024-07-31 07:00:00,False,1.0%,1.0%,
 Jul 31,7:00am,AUD,CPI y/y,High,2024-07-31 07:00:00,False,3.8%,3.8%,
 Jul 31,7:00am,AUD,Trimmed Mean CPI q/q,High,2024-07-31 07:00:00,False,0.8%,1.0%,worse
 Jul 31,7:00am,AUD,Retail Sales m/m,Medium,2024-07-31 07:00:00,False,0.5%,0.2%,better
 Jul 31,7:00am,AUD,Private Sector Credit m/m,Low,2024-07-31 07:00:00,False,0.6%,0.4%,better
 Jul 31,7:00am,CNY,Manufacturing PMI,High,2024-07-31 07:00:00,False,49.4,49.4,
 Jul 31,7:00am,CNY,Non-Manufacturing PMI,Medium,2024-07-31 07:00:00,False,50.2,50.3,
 Jul 31,9:27am,JPY,BOJ Outlook Report,High,2024-07-31 09:27:00,False,,,
 Jul 31,9:27am,JPY,BOJ Policy Rate,High,2024-07-31 09:27:00,False,<0.25%,<0.10%,better
 Jul 31,9:27am,JPY,Monetary Policy Statement,High,2024-07-31 09:27:00,False,,,
 Jul 31,10:29am,JPY,Consumer Confidence,Low,2024-07-31 10:29:00,False,36.7,36.5,
 Jul 31,10:30am,JPY,Housing Starts y/y,Low,2024-07-31 10:30:00,False,-6.7%,-2.3%,worse
 Jul 31,11:30am,EUR,German Import Prices m/m,Low,2024-07-31 11:30:00,False,0.4%,0.1%,better
 Jul 31,12:00pm,JPY,BOJ Press Conference,High,2024-07-31 12:00:00,False,,,
 Jul 31,12:15pm,EUR,French Prelim CPI m/m,Low,2024-07-31 12:15:00,False,0.1%,0.3%,worse
 Jul 31,1:25pm,EUR,German Unemployment Change,Low,2024-07-31 13:25:00,False,18K,16K,worse
 Jul 31,1:30pm,CHF,UBS Economic Expectations,Low,2024-07-31 13:30:00,False,9.4,,
 Jul 31,2:11pm,EUR,Italian Prelim CPI m/m,Low,2024-07-31 14:11:00,False,0.5%,0.3%,better
 Jul 31,2:30pm,EUR,Core CPI Flash Estimate y/y,High,2024-07-31 14:30:00,False,2.9%,2.8%,better
 Jul 31,2:30pm,EUR,CPI Flash Estimate y/y,High,2024-07-31 14:30:00,False,2.6%,2.5%,better
 Jul 31,5:45pm,USD,ADP Non-Farm Employment Change,High,2024-07-31 17:45:00,False,122K,147K,worse
 Jul 31,6:00pm,CAD,GDP m/m,High,2024-07-31 18:00:00,False,0.2%,0.1%,better
 Jul 31,6:00pm,USD,Employment Cost Index q/q,High,2024-07-31 18:00:00,False,0.9%,1.0%,worse
 Jul 31,7:15pm,USD,Chicago PMI,Medium,2024-07-31 19:15:00,False,45.3,44.8,better
 Jul 31,7:30pm,USD,Pending Home Sales m/m,High,2024-07-31 19:30:00,False,4.8%,1.4%,better
 Jul 31,8:00pm,USD,Crude Oil Inventories,Low,2024-07-31 20:00:00,False,-3.4M,-1.6M,better
 Jul 31,11:30pm,USD,Federal Funds Rate,High,2024-07-31 23:30:00,False,5.50%,5.50%,
 Jul 31,11:30pm,USD,FOMC Statement,High,2024-07-31 23:30:00,False,,,
 Aug 1,12:00am,USD,FOMC Press Conference,High,2024-08-01 00:00:00,False,,,
 Aug 1,6:00am,JPY,Final Manufacturing PMI,Low,2024-08-01 06:00:00,False,49.1,49.2,
 Aug 1,7:00am,AUD,Goods Trade Balance,Low,2024-08-01 07:00:00,False,5.59B,5.08B,better
 Aug 1,7:00am,AUD,Import Prices q/q,Low,2024-08-01 07:00:00,False,1.0%,-0.9%,better
 Aug 1,7:15am,CNY,Caixin Manufacturing PMI,Low,2024-08-01 07:15:00,False,49.8,51.4,worse
 Aug 1,All Day,CHF,Bank Holiday,None,2024-08-01 00:00:00,True,,,
 Aug 1,11:30am,GBP,Nationwide HPI m/m,Low,2024-08-01 11:30:00,False,0.3%,0.1%,better
 Aug 1,12:00pm,AUD,Commodity Prices y/y,Low,2024-08-01 12:00:00,False,-3.0%,,
 Aug 1,12:45pm,EUR,Spanish Manufacturing PMI,Low,2024-08-01 12:45:00,False,51.0,52.5,worse
 Aug 1,1:15pm,EUR,Italian Manufacturing PMI,Low,2024-08-01 13:15:00,False,47.4,46.0,better
 Aug 1,1:20pm,EUR,French Final Manufacturing PMI,Low,2024-08-01 13:20:00,False,44.0,44.1,
 Aug 1,1:25pm,EUR,German Final Manufacturing PMI,Low,2024-08-01 13:25:00,False,43.2,42.6,better
 Aug 1,1:30pm,EUR,ECB Economic Bulletin,Low,2024-08-01 13:30:00,False,,,
 Aug 1,1:30pm,EUR,Final Manufacturing PMI,Low,2024-08-01 13:30:00,False,45.8,45.6,
 Aug 1,1:30pm,EUR,Italian Monthly Unemployment Rate,Low,2024-08-01 13:30:00,False,7.0%,6.8%,worse
 Aug 1,2:00pm,GBP,Final Manufacturing PMI,Low,2024-08-01 14:00:00,False,52.1,51.8,
 Aug 1,2:20pm,EUR,Spanish 10-y Bond Auction,Low,2024-08-01 14:20:00,False,3.11|1.5,,
 Aug 1,2:30pm,EUR,Unemployment Rate,Low,2024-08-01 14:30:00,False,6.5%,6.4%,worse
 Aug 1,2:32pm,EUR,French 10-y Bond Auction,Low,2024-08-01 14:32:00,False,3.01|2.2,,
 Aug 1,All Day,All,OPEC-JMMC Meetings,Medium,2024-08-01 00:00:00,True,,,
 Aug 1,4:30pm,GBP,BOE Monetary Policy Report,High,2024-08-01 16:30:00,False,,,
 Aug 1,4:30pm,GBP,Monetary Policy Summary,High,2024-08-01 16:30:00,False,,,
 Aug 1,4:30pm,GBP,MPC Official Bank Rate Votes,High,2024-08-01 16:30:00,False,0-5-4,0-6-3,better
 Aug 1,4:30pm,GBP,Official Bank Rate,High,2024-08-01 16:30:00,False,5.00%,5.00%,
 Aug 1,5:00pm,GBP,BOE Gov Bailey Speaks,High,2024-08-01 17:00:00,False,,,
 Aug 1,5:00pm,USD,Challenger Job Cuts y/y,Low,2024-08-01 17:00:00,False,9.2%,,
 Aug 1,6:00pm,USD,Unemployment Claims,High,2024-08-01 18:00:00,False,249K,236K,worse
 Aug 1,6:00pm,USD,Prelim Nonfarm Productivity q/q,Low,2024-08-01 18:00:00,False,2.3%,1.7%,worse
 Aug 1,6:00pm,USD,Prelim Unit Labor Costs q/q,Low,2024-08-01 18:00:00,False,0.9%,1.8%,worse
 Aug 1,7:00pm,CAD,Manufacturing PMI,Low,2024-08-01 19:00:00,False,47.8,,
 Aug 1,7:15pm,USD,Final Manufacturing PMI,Medium,2024-08-01 19:15:00,False,49.6,49.5,
 Aug 1,7:30pm,USD,ISM Manufacturing PMI,High,2024-08-01 19:30:00,False,46.8,48.8,worse
 Aug 1,7:30pm,USD,ISM Manufacturing Prices,Medium,2024-08-01 19:30:00,False,52.9,51.9,better
 Aug 1,7:30pm,USD,Construction Spending m/m,Low,2024-08-01 19:30:00,False,-0.3%,0.2%,worse
 Aug 1,All Day,USD,Wards Total Vehicle Sales,Low,2024-08-01 00:00:00,True,15.8M,16.1M,worse
 Aug 1,8:00pm,USD,Natural Gas Storage,Low,2024-08-01 20:00:00,False,18B,30B,better
 Aug 1,9:45pm,GBP,MPC Member Pill Speaks,Medium,2024-08-01 21:45:00,False,,,
 Aug 2,5:20am,JPY,Monetary Base y/y,Low,2024-08-02 05:20:00,False,1.0%,0.9%,
 Aug 2,7:00am,AUD,PPI q/q,Low,2024-08-02 07:00:00,False,1.0%,1.0%,
 Aug 2,12:00pm,CHF,CPI m/m,High,2024-08-02 12:00:00,False,-0.2%,-0.2%,
 Aug 2,12:15pm,EUR,French Gov Budget Balance,Low,2024-08-02 12:15:00,False,-103.5B,,
 Aug 2,12:15pm,EUR,French Industrial Production m/m,Low,2024-08-02 12:15:00,False,0.8%,1.0%,worse
 Aug 2,12:30pm,EUR,Spanish Unemployment Change,Low,2024-08-02 12:30:00,False,-10.8K,-17.4K,worse
 Aug 2,1:00pm,CHF,Manufacturing PMI,Low,2024-08-02 13:00:00,False,43.5,44.4,worse
 Aug 2,1:30pm,EUR,Italian Industrial Production m/m,Low,2024-08-02 13:30:00,False,0.5%,0.0%,better
 Aug 2,2:30pm,EUR,Italian Retail Sales m/m,Low,2024-08-02 14:30:00,False,-0.2%,0.2%,worse
 Aug 2,4:45pm,GBP,MPC Member Pill Speaks,Low,2024-08-02 16:45:00,False,,,
 Aug 2,6:00pm,USD,Average Hourly Earnings m/m,High,2024-08-02 18:00:00,False,0.2%,0.3%,worse
 Aug 2,6:00pm,USD,Non-Farm Employment Change,High,2024-08-02 18:00:00,False,114K,176K,worse
 Aug 2,6:00pm,USD,Unemployment Rate,High,2024-08-02 18:00:00,False,4.3%,4.1%,worse
 Aug 2,7:30pm,USD,Factory Orders m/m,Low,2024-08-02 19:30:00,False,-3.3%,-2.7%,worse
 Aug 5,All Day,AUD,Bank Holiday,None,2024-08-05 00:00:00,True,,,
 Aug 5,5:20am,JPY,Monetary Policy Meeting Minutes,Low,2024-08-05 05:20:00,False,,,
 Aug 5,6:30am,AUD,MI Inflation Gauge m/m,Low,2024-08-05 06:30:00,False,0.4%,,
 Aug 5,6:30am,NZD,ANZ Commodity Prices m/m,Low,2024-08-05 06:30:00,False,-1.7%,,
 Aug 5,7:15am,CNY,Caixin Services PMI,Low,2024-08-05 07:15:00,False,52.1,51.4,better
 Aug 5,12:45pm,EUR,Spanish Services PMI,Low,2024-08-05 12:45:00,False,53.9,53.5,better
 Aug 5,1:15pm,EUR,Italian Services PMI,Low,2024-08-05 13:15:00,False,51.7,51.9,
 Aug 5,1:20pm,EUR,French Final Services PMI,Low,2024-08-05 13:20:00,False,50.1,50.7,worse
 Aug 5,1:25pm,EUR,German Final Services PMI,Low,2024-08-05 13:25:00,False,52.5,52.0,better
 Aug 5,1:30pm,EUR,Final Services PMI,Low,2024-08-05 13:30:00,False,51.9,51.9,
 Aug 5,2:00pm,EUR,Sentix Investor Confidence,Low,2024-08-05 14:00:00,False,-13.9,-5.5,worse
 Aug 5,2:00pm,GBP,Final Services PMI,Low,2024-08-05 14:00:00,False,52.5,52.4,
 Aug 5,2:30pm,EUR,PPI m/m,Low,2024-08-05 14:30:00,False,0.5%,0.1%,better
 Aug 5,All Day,CAD,Bank Holiday,None,2024-08-05 00:00:00,True,,,
 Aug 5,6:00pm,USD,FOMC Member Goolsbee Speaks,Low,2024-08-05 18:00:00,False,,,
 Aug 5,7:15pm,USD,Final Services PMI,Medium,2024-08-05 19:15:00,False,55.0,56.0,worse
 Aug 5,7:30pm,USD,ISM Services PMI,High,2024-08-05 19:30:00,False,51.4,51.1,
 Aug 5,11:30pm,USD,Loan Officer Survey,Low,2024-08-05 23:30:00,False,,,
 Aug 6,2:30am,USD,FOMC Member Daly Speaks,Low,2024-08-06 02:30:00,False,,,
 Aug 6,4:31am,GBP,BRC Retail Sales Monitor y/y,Low,2024-08-06 04:31:00,False,0.3%,0.3%,
 Aug 6,5:00am,JPY,Average Cash Earnings y/y,Low,2024-08-06 05:00:00,False,4.5%,2.5%,better
 Aug 6,5:00am,JPY,Household Spending y/y,Low,2024-08-06 05:00:00,False,-1.4%,-0.9%,worse
 Aug 6,7:27am,AUD,ANZ Job Advertisements m/m,Low,2024-08-06 07:27:00,False,-3.0%,,
 Aug 6,9:05am,JPY,10-y Bond Auction,Low,2024-08-06 09:05:00,False,0.93|3.0,,
 Aug 6,10:00am,AUD,Cash Rate,High,2024-08-06 10:00:00,False,4.35%,4.35%,
 Aug 6,10:00am,AUD,RBA Monetary Policy Statement,High,2024-08-06 10:00:00,False,,,
 Aug 6,10:00am,AUD,RBA Rate Statement,High,2024-08-06 10:00:00,False,,,
 Aug 6,11:00am,AUD,RBA Press Conference,Medium,2024-08-06 11:00:00,False,,,
 Aug 6,11:15am,CHF,Unemployment Rate,Low,2024-08-06 11:15:00,False,2.5%,2.5%,
 Aug 6,11:30am,EUR,German Factory Orders m/m,Low,2024-08-06 11:30:00,False,3.9%,0.4%,better
 Aug 6,12:00pm,CHF,Retail Sales y/y,Low,2024-08-06 12:00:00,False,-2.2%,0.5%,worse
 Aug 6,12:15pm,EUR,French Prelim Private Payrolls q/q,Low,2024-08-06 12:15:00,False,0.0%,0.2%,worse
 Aug 6,2:00pm,GBP,Construction PMI,Medium,2024-08-06 14:00:00,False,55.3,52.5,better
 Aug 6,2:30pm,EUR,Retail Sales m/m,Low,2024-08-06 14:30:00,False,-0.3%,0.0%,worse
 Aug 6,6:00pm,CAD,Trade Balance,Low,2024-08-06 18:00:00,False,0.6B,-2.0B,better
 Aug 6,6:00pm,USD,Trade Balance,Low,2024-08-06 18:00:00,False,-73.1B,-72.5B,
 Aug 6,7:35pm,USD,RCM/TIPP Economic Optimism,Low,2024-08-06 19:35:00,False,44.5,45.0,worse
 Aug 6,8:27pm,NZD,GDT Price Index,Low,2024-08-06 20:27:00,False,0.5%,,
 Aug 7,4:15am,NZD,Employment Change q/q,High,2024-08-07 04:15:00,False,0.4%,-0.2%,better
 Aug 7,4:15am,NZD,Unemployment Rate,High,2024-08-07 04:15:00,False,4.6%,4.7%,better
 Aug 7,4:15am,NZD,Labor Cost Index q/q,Low,2024-08-07 04:15:00,False,0.9%,0.8%,better
 Aug 7,4:30am,AUD,RBA Assist Gov Hunter Speaks,Low,2024-08-07 04:30:00,False,,,
 Aug 7,8:42am,CNY,Trade Balance,Low,2024-08-07 08:42:00,False,602B,693B,worse
 Aug 7,8:43am,CNY,USD-Denominated Trade Balance,Low,2024-08-07 08:43:00,False,84.7B,97.5B,worse
 Aug 7,10:30am,JPY,Leading Indicators,Low,2024-08-07 10:30:00,False,108.6%,109.0%,
 Aug 7,11:30am,EUR,German Industrial Production m/m,Low,2024-08-07 11:30:00,False,1.4%,1.0%,better
 Aug 7,11:30am,EUR,German Trade Balance,Low,2024-08-07 11:30:00,False,20.4B,21.7B,worse
 Aug 7,11:30am,GBP,Halifax HPI m/m,Low,2024-08-07 11:30:00,False,0.8%,0.2%,better
 Aug 7,12:15pm,EUR,French Trade Balance,Low,2024-08-07 12:15:00,False,-6.1B,-7.5B,better
 Aug 7,12:30pm,CHF,Foreign Currency Reserves,Low,2024-08-07 12:30:00,False,704B,,
 Aug 7,7:30pm,CAD,Ivey PMI,Medium,2024-08-07 19:30:00,False,57.6,60.0,worse
 Aug 7,8:00pm,USD,Crude Oil Inventories,Low,2024-08-07 20:00:00,False,-3.7M,-1.6M,better
 Aug 7,10:31pm,USD,10-y Bond Auction,Medium,2024-08-07 22:31:00,False,3.96|2.3,,
 Aug 7,11:00pm,CAD,BOC Summary of Deliberations,Low,2024-08-07 23:00:00,False,,,
 Aug 8,12:30am,USD,Consumer Credit m/m,Low,2024-08-08 00:30:00,False,8.9B,9.8B,worse
 Aug 8,4:31am,GBP,RICS House Price Balance,Low,2024-08-08 04:31:00,False,-19%,-12%,worse
 Aug 8,5:20am,JPY,Bank Lending y/y,Low,2024-08-08 05:20:00,False,3.2%,3.2%,
 Aug 8,5:20am,JPY,BOJ Summary of Opinions,Low,2024-08-08 05:20:00,False,,,
 Aug 8,5:20am,JPY,Current Account,Low,2024-08-08 05:20:00,False,1.78T,2.34T,worse
 Aug 8,8:10am,AUD,RBA Gov Bullock Speaks,High,2024-08-08 08:10:00,False,,,
 Aug 8,8:30am,NZD,Inflation Expectations q/q,High,2024-08-08 08:30:00,False,2.03%,,
 Aug 8,9:05am,JPY,30-y Bond Auction,Low,2024-08-08 09:05:00,False,2.23|3.5,,
 Aug 8,10:30am,JPY,Economy Watchers Sentiment,Low,2024-08-08 10:30:00,False,47.5,47.4,
 Aug 8,6:00pm,USD,Unemployment Claims,High,2024-08-08 18:00:00,False,233K,241K,better
